"ID","Tagged objects"
"minecraft:slabs","minecraft:oak_slab, minecraft:spruce_slab, minecraft:birch_slab, minecraft:jungle_slab, minecraft:acacia_slab, minecraft:dark_oak_slab, minecraft:crimson_slab, minecraft:warped_slab, upgrade_aquatic:driftwood_slab, upgrade_aquatic:river_slab, atmospheric:rosewood_slab, atmospheric:morado_slab, atmospheric:yucca_slab, atmospheric:kousa_slab, atmospheric:aspen_slab, atmospheric:grimwood_slab, autumnity:maple_slab, minecraft:stone_slab, minecraft:smooth_stone_slab, minecraft:stone_brick_slab, minecraft:sandstone_slab, minecraft:purpur_slab, minecraft:quartz_slab, minecraft:red_sandstone_slab, minecraft:brick_slab, minecraft:cobblestone_slab, minecraft:nether_brick_slab, minecraft:petrified_oak_slab, minecraft:prismarine_slab, minecraft:prismarine_brick_slab, minecraft:dark_prismarine_slab, minecraft:polished_granite_slab, minecraft:smooth_red_sandstone_slab, minecraft:mossy_stone_brick_slab, minecraft:polished_diorite_slab, minecraft:mossy_cobblestone_slab, minecraft:end_stone_brick_slab, minecraft:smooth_sandstone_slab, minecraft:smooth_quartz_slab, minecraft:granite_slab, minecraft:andesite_slab, minecraft:red_nether_brick_slab, minecraft:polished_andesite_slab, minecraft:diorite_slab, minecraft:cut_sandstone_slab, minecraft:cut_red_sandstone_slab, minecraft:blackstone_slab, minecraft:polished_blackstone_brick_slab, minecraft:polished_blackstone_slab, buzzier_bees:honeycomb_brick_slab, buzzier_bees:honeycomb_tile_slab, create:granite_cobblestone_slab, create:granite_bricks_slab, create:fancy_granite_bricks_slab, create:paved_granite_slab, create:diorite_cobblestone_slab, create:diorite_bricks_slab, create:fancy_diorite_bricks_slab, create:paved_diorite_slab, create:andesite_cobblestone_slab, create:andesite_bricks_slab, create:fancy_andesite_bricks_slab, create:paved_andesite_slab, create:limestone_cobblestone_slab, create:polished_limestone_slab, create:limestone_bricks_slab, create:fancy_limestone_bricks_slab, create:paved_limestone_slab, create:weathered_limestone_cobblestone_slab, create:polished_weathered_limestone_slab, create:weathered_limestone_bricks_slab, create:fancy_weathered_limestone_bricks_slab, create:paved_weathered_limestone_slab, create:dolomite_cobblestone_slab, create:polished_dolomite_slab, create:dolomite_bricks_slab, create:fancy_dolomite_bricks_slab, create:paved_dolomite_slab, create:gabbro_cobblestone_slab, create:polished_gabbro_slab, create:gabbro_bricks_slab, create:fancy_gabbro_bricks_slab, create:paved_gabbro_slab, create:scoria_cobblestone_slab, create:polished_scoria_slab, create:scoria_bricks_slab, create:fancy_scoria_bricks_slab, create:paved_scoria_slab, create:dark_scoria_cobblestone_slab, create:polished_dark_scoria_slab, create:dark_scoria_bricks_slab, create:fancy_dark_scoria_bricks_slab, create:paved_dark_scoria_slab, upgrade_aquatic:kelpy_cobblestone_slab, upgrade_aquatic:polar_kelpy_cobblestone_slab, upgrade_aquatic:thorny_kelpy_cobblestone_slab, upgrade_aquatic:ochre_kelpy_cobblestone_slab, upgrade_aquatic:tongue_kelpy_cobblestone_slab, upgrade_aquatic:kelpy_stone_brick_slab, upgrade_aquatic:polar_kelpy_stone_brick_slab, upgrade_aquatic:thorny_kelpy_stone_brick_slab, upgrade_aquatic:ochre_kelpy_stone_brick_slab, upgrade_aquatic:tongue_kelpy_stone_brick_slab, upgrade_aquatic:tooth_slab, upgrade_aquatic:tooth_brick_slab, upgrade_aquatic:scute_shingle_slab, upgrade_aquatic:scute_pavement_slab, upgrade_aquatic:coralstone_slab, upgrade_aquatic:bubble_coralstone_slab, upgrade_aquatic:brain_coralstone_slab, upgrade_aquatic:tube_coralstone_slab, upgrade_aquatic:horn_coralstone_slab, upgrade_aquatic:fire_coralstone_slab, upgrade_aquatic:acan_coralstone_slab, upgrade_aquatic:finger_coralstone_slab, upgrade_aquatic:star_coralstone_slab, upgrade_aquatic:moss_coralstone_slab, upgrade_aquatic:petal_coralstone_slab, upgrade_aquatic:branch_coralstone_slab, upgrade_aquatic:rock_coralstone_slab, upgrade_aquatic:pillow_coralstone_slab, upgrade_aquatic:silk_coralstone_slab, upgrade_aquatic:chrome_coralstone_slab, upgrade_aquatic:elder_prismarine_coralstone_slab, upgrade_aquatic:prismarine_coralstone_slab, upgrade_aquatic:dead_coralstone_slab, upgrade_aquatic:beachgrass_thatch_slab, atmospheric:arid_sandstone_slab, atmospheric:smooth_arid_sandstone_slab, atmospheric:cut_arid_sandstone_slab, atmospheric:arid_sandstone_brick_slab, atmospheric:red_arid_sandstone_slab, atmospheric:smooth_red_arid_sandstone_slab, atmospheric:cut_red_arid_sandstone_slab, atmospheric:red_arid_sandstone_brick_slab, atmospheric:ivory_travertine_slab, atmospheric:peach_travertine_slab, atmospheric:persimmon_travertine_slab, atmospheric:saffron_travertine_slab, quark:andesite_bricks_slab, quark:basalt_bricks_slab, quark:basalt_slab, quark:biotite_block_slab, quark:black_shingles_slab, quark:black_stained_planks_slab, quark:blue_nether_bricks_slab, quark:blue_shingles_slab, quark:blue_stained_planks_slab, quark:brimstone_bricks_slab, quark:brimstone_slab, quark:brown_shingles_slab, quark:brown_stained_planks_slab, quark:charred_nether_bricks_slab, quark:cobbedstone_slab, quark:cobblestone_bricks_slab, quark:cut_soul_sandstone_slab, quark:cyan_shingles_slab, quark:cyan_stained_planks_slab, quark:dark_elder_prismarine_slab, quark:diorite_bricks_slab, quark:duskbound_block_slab, quark:elder_prismarine_bricks_slab, quark:elder_prismarine_slab, quark:granite_bricks_slab, quark:gray_shingles_slab, quark:gray_stained_planks_slab, quark:green_shingles_slab, quark:green_stained_planks_slab, quark:iron_plate_slab, quark:jasper_bricks_slab, quark:jasper_slab, quark:light_blue_shingles_slab, quark:light_blue_stained_planks_slab, quark:light_gray_shingles_slab, quark:light_gray_stained_planks_slab, quark:limestone_bricks_slab, quark:limestone_slab, quark:lime_shingles_slab, quark:lime_stained_planks_slab, quark:magenta_shingles_slab, quark:magenta_stained_planks_slab, quark:magma_bricks_slab, quark:marble_bricks_slab, quark:marble_slab, quark:midori_block_slab, quark:mossy_cobblestone_bricks_slab, quark:myalite_bricks_slab, quark:myalite_slab, quark:orange_shingles_slab, quark:orange_stained_planks_slab, quark:permafrost_bricks_slab, quark:permafrost_slab, quark:pink_shingles_slab, quark:pink_stained_planks_slab, quark:polished_basalt_slab, quark:polished_jasper_slab, quark:polished_limestone_slab, quark:polished_marble_slab, quark:polished_myalite_slab, quark:polished_slate_slab, quark:purple_shingles_slab, quark:purple_stained_planks_slab, quark:red_sandstone_bricks_slab, quark:red_shingles_slab, quark:red_stained_planks_slab, quark:rusty_iron_plate_slab, quark:sandstone_bricks_slab, quark:sandy_bricks_slab, quark:shingles_slab, quark:slate_bricks_slab, quark:slate_slab, quark:smooth_biotite_slab, quark:smooth_soul_sandstone_slab, quark:snow_bricks_slab, quark:soul_sandstone_bricks_slab, quark:soul_sandstone_slab, quark:thatch_slab, quark:turf_slab, quark:white_shingles_slab, quark:white_stained_planks_slab, quark:yellow_shingles_slab, quark:yellow_stained_planks_slab, engineersdecor:clinker_brick_slab, engineersdecor:clinker_brick_stained_slab, engineersdecor:slag_brick_slab, engineersdecor:rebar_concrete_slab, engineersdecor:rebar_concrete_tile_slab, engineersdecor:gas_concrete_slab, engineersdecor:panzerglass_slab, charm:refined_obsidian_slab"
"minecraft:small_flowers","minecraft:dandelion, minecraft:poppy, minecraft:blue_orchid, minecraft:allium, minecraft:azure_bluet, minecraft:red_tulip, minecraft:orange_tulip, minecraft:white_tulip, minecraft:pink_tulip, minecraft:oxeye_daisy, minecraft:cornflower, minecraft:lily_of_the_valley, minecraft:wither_rose, buzzier_bees:white_clover, buzzier_bees:pink_clover, buzzier_bees:buttercup, upgrade_aquatic:white_searocket, upgrade_aquatic:pink_searocket, farmersdelight:wild_beetroots, farmersdelight:wild_cabbages, farmersdelight:wild_carrots, farmersdelight:wild_onions, farmersdelight:wild_potatoes, farmersdelight:wild_tomatoes, atmospheric:warm_monkey_brush, atmospheric:hot_monkey_brush, atmospheric:scalding_monkey_brush, atmospheric:yucca_flower, atmospheric:gilia, atmospheric:water_hyacinth, autumnity:autumn_crocus"
"minecraft:soul_fire_base_blocks","minecraft:soul_sand, minecraft:soul_soil"
"minecraft:spruce_logs","minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood, decorative_blocks:spruce_beam"
"minecraft:stairs","minecraft:oak_stairs, minecraft:spruce_stairs, minecraft:birch_stairs, minecraft:jungle_stairs, minecraft:acacia_stairs, minecraft:dark_oak_stairs, minecraft:crimson_stairs, minecraft:warped_stairs, upgrade_aquatic:driftwood_stairs, upgrade_aquatic:river_stairs, atmospheric:rosewood_stairs, atmospheric:morado_stairs, atmospheric:yucca_stairs, atmospheric:kousa_stairs, atmospheric:aspen_stairs, atmospheric:grimwood_stairs, integrateddynamics:menril_planks_stairs, autumnity:maple_stairs, minecraft:cobblestone_stairs, minecraft:sandstone_stairs, minecraft:nether_brick_stairs, minecraft:stone_brick_stairs, minecraft:brick_stairs, minecraft:purpur_stairs, minecraft:quartz_stairs, minecraft:red_sandstone_stairs, minecraft:prismarine_brick_stairs, minecraft:prismarine_stairs, minecraft:dark_prismarine_stairs, minecraft:polished_granite_stairs, minecraft:smooth_red_sandstone_stairs, minecraft:mossy_stone_brick_stairs, minecraft:polished_diorite_stairs, minecraft:mossy_cobblestone_stairs, minecraft:end_stone_brick_stairs, minecraft:stone_stairs, minecraft:smooth_sandstone_stairs, minecraft:smooth_quartz_stairs, minecraft:granite_stairs, minecraft:andesite_stairs, minecraft:red_nether_brick_stairs, minecraft:polished_andesite_stairs, minecraft:diorite_stairs, minecraft:blackstone_stairs, minecraft:polished_blackstone_brick_stairs, minecraft:polished_blackstone_stairs, buzzier_bees:honeycomb_brick_stairs, buzzier_bees:honeycomb_tile_stairs, create:granite_cobblestone_stairs, create:granite_bricks_stairs, create:fancy_granite_bricks_stairs, create:paved_granite_stairs, create:diorite_cobblestone_stairs, create:diorite_bricks_stairs, create:fancy_diorite_bricks_stairs, create:paved_diorite_stairs, create:andesite_cobblestone_stairs, create:andesite_bricks_stairs, create:fancy_andesite_bricks_stairs, create:paved_andesite_stairs, create:limestone_cobblestone_stairs, create:polished_limestone_stairs, create:limestone_bricks_stairs, create:fancy_limestone_bricks_stairs, create:paved_limestone_stairs, create:weathered_limestone_cobblestone_stairs, create:polished_weathered_limestone_stairs, create:weathered_limestone_bricks_stairs, create:fancy_weathered_limestone_bricks_stairs, create:paved_weathered_limestone_stairs, create:dolomite_cobblestone_stairs, create:polished_dolomite_stairs, create:dolomite_bricks_stairs, create:fancy_dolomite_bricks_stairs, create:paved_dolomite_stairs, create:gabbro_cobblestone_stairs, create:polished_gabbro_stairs, create:gabbro_bricks_stairs, create:fancy_gabbro_bricks_stairs, create:paved_gabbro_stairs, create:scoria_cobblestone_stairs, create:polished_scoria_stairs, create:scoria_bricks_stairs, create:fancy_scoria_bricks_stairs, create:paved_scoria_stairs, create:dark_scoria_cobblestone_stairs, create:polished_dark_scoria_stairs, create:dark_scoria_bricks_stairs, create:fancy_dark_scoria_bricks_stairs, create:paved_dark_scoria_stairs, upgrade_aquatic:kelpy_cobblestone_stairs, upgrade_aquatic:polar_kelpy_cobblestone_stairs, upgrade_aquatic:thorny_kelpy_cobblestone_stairs, upgrade_aquatic:ochre_kelpy_cobblestone_stairs, upgrade_aquatic:tongue_kelpy_cobblestone_stairs, upgrade_aquatic:kelpy_stone_brick_stairs, upgrade_aquatic:polar_kelpy_stone_brick_stairs, upgrade_aquatic:thorny_kelpy_stone_brick_stairs, upgrade_aquatic:ochre_kelpy_stone_brick_stairs, upgrade_aquatic:tongue_kelpy_stone_brick_stairs, upgrade_aquatic:tooth_stairs, upgrade_aquatic:tooth_brick_stairs, upgrade_aquatic:scute_shingle_stairs, upgrade_aquatic:scute_pavement_stairs, upgrade_aquatic:coralstone_stairs, upgrade_aquatic:bubble_coralstone_stairs, upgrade_aquatic:brain_coralstone_stairs, upgrade_aquatic:tube_coralstone_stairs, upgrade_aquatic:horn_coralstone_stairs, upgrade_aquatic:fire_coralstone_stairs, upgrade_aquatic:acan_coralstone_stairs, upgrade_aquatic:finger_coralstone_stairs, upgrade_aquatic:star_coralstone_stairs, upgrade_aquatic:moss_coralstone_stairs, upgrade_aquatic:petal_coralstone_stairs, upgrade_aquatic:branch_coralstone_stairs, upgrade_aquatic:rock_coralstone_stairs, upgrade_aquatic:pillow_coralstone_stairs, upgrade_aquatic:silk_coralstone_stairs, upgrade_aquatic:chrome_coralstone_stairs, upgrade_aquatic:elder_prismarine_coralstone_stairs, upgrade_aquatic:prismarine_coralstone_stairs, upgrade_aquatic:dead_coralstone_stairs, upgrade_aquatic:beachgrass_thatch_stairs, atmospheric:arid_sandstone_stairs, atmospheric:smooth_arid_sandstone_stairs, atmospheric:arid_sandstone_brick_stairs, atmospheric:red_arid_sandstone_stairs, atmospheric:smooth_red_arid_sandstone_stairs, atmospheric:red_arid_sandstone_brick_stairs, atmospheric:ivory_travertine_stairs, atmospheric:peach_travertine_stairs, atmospheric:persimmon_travertine_stairs, atmospheric:saffron_travertine_stairs, integrateddynamics:crystalized_chorus_block_stairs, integrateddynamics:crystalized_chorus_brick_stairs, integrateddynamics:crystalized_menril_block_stairs, integrateddynamics:crystalized_menril_brick_stairs, quark:andesite_bricks_stairs, quark:basalt_bricks_stairs, quark:basalt_stairs, quark:biotite_block_stairs, quark:black_shingles_stairs, quark:black_stained_planks_stairs, quark:blue_nether_bricks_stairs, quark:blue_shingles_stairs, quark:blue_stained_planks_stairs, quark:brimstone_bricks_stairs, quark:brimstone_stairs, quark:brown_shingles_stairs, quark:brown_stained_planks_stairs, quark:charred_nether_bricks_stairs, quark:cobbedstone_stairs, quark:cobblestone_bricks_stairs, quark:cyan_shingles_stairs, quark:cyan_stained_planks_stairs, quark:dark_elder_prismarine_stairs, quark:diorite_bricks_stairs, quark:duskbound_block_stairs, quark:elder_prismarine_bricks_stairs, quark:elder_prismarine_stairs, quark:granite_bricks_stairs, quark:gray_shingles_stairs, quark:gray_stained_planks_stairs, quark:green_shingles_stairs, quark:green_stained_planks_stairs, quark:iron_plate_stairs, quark:jasper_bricks_stairs, quark:jasper_stairs, quark:light_blue_shingles_stairs, quark:light_blue_stained_planks_stairs, quark:light_gray_shingles_stairs, quark:light_gray_stained_planks_stairs, quark:limestone_bricks_stairs, quark:limestone_stairs, quark:lime_shingles_stairs, quark:lime_stained_planks_stairs, quark:magenta_shingles_stairs, quark:magenta_stained_planks_stairs, quark:magma_bricks_stairs, quark:marble_bricks_stairs, quark:marble_stairs, quark:midori_block_stairs, quark:mossy_cobblestone_bricks_stairs, quark:myalite_bricks_stairs, quark:myalite_stairs, quark:orange_shingles_stairs, quark:orange_stained_planks_stairs, quark:permafrost_bricks_stairs, quark:permafrost_stairs, quark:pink_shingles_stairs, quark:pink_stained_planks_stairs, quark:polished_basalt_stairs, quark:polished_jasper_stairs, quark:polished_limestone_stairs, quark:polished_marble_stairs, quark:polished_myalite_stairs, quark:polished_slate_stairs, quark:purple_shingles_stairs, quark:purple_stained_planks_stairs, quark:red_sandstone_bricks_stairs, quark:red_shingles_stairs, quark:red_stained_planks_stairs, quark:rusty_iron_plate_stairs, quark:sandstone_bricks_stairs, quark:sandy_bricks_stairs, quark:shingles_stairs, quark:slate_bricks_stairs, quark:slate_stairs, quark:smooth_biotite_stairs, quark:smooth_soul_sandstone_stairs, quark:snow_bricks_stairs, quark:soul_sandstone_bricks_stairs, quark:soul_sandstone_stairs, quark:thatch_stairs, quark:turf_stairs, quark:white_shingles_stairs, quark:white_stained_planks_stairs, quark:yellow_shingles_stairs, quark:yellow_stained_planks_stairs, engineersdecor:clinker_brick_stairs, engineersdecor:clinker_brick_stained_stairs, engineersdecor:slag_brick_stairs, engineersdecor:rebar_concrete_stairs, engineersdecor:rebar_concrete_tile_stairs, engineersdecor:gas_concrete_stairs, charm:refined_obsidian_stairs"
"minecraft:stone_bricks","minecraft:stone_bricks, minecraft:mossy_stone_bricks, minecraft:cracked_stone_bricks, minecraft:chiseled_stone_bricks"
"minecraft:stone_crafting_materials","minecraft:cobblestone, minecraft:blackstone"
"minecraft:stone_tool_materials","minecraft:cobblestone, minecraft:blackstone"
"minecraft:tall_flowers","minecraft:sunflower, minecraft:lilac, minecraft:peony, minecraft:rose_bush, upgrade_aquatic:flowering_rush, atmospheric:tall_yucca_flower"
"minecraft:trapdoors","minecraft:acacia_trapdoor, minecraft:birch_trapdoor, minecraft:dark_oak_trapdoor, minecraft:jungle_trapdoor, minecraft:oak_trapdoor, minecraft:spruce_trapdoor, minecraft:crimson_trapdoor, minecraft:warped_trapdoor, upgrade_aquatic:driftwood_trapdoor, upgrade_aquatic:river_trapdoor, atmospheric:rosewood_trapdoor, atmospheric:morado_trapdoor, atmospheric:yucca_trapdoor, atmospheric:kousa_trapdoor, atmospheric:aspen_trapdoor, atmospheric:grimwood_trapdoor, inspirations:white_carpeted_trapdoor, inspirations:orange_carpeted_trapdoor, inspirations:magenta_carpeted_trapdoor, inspirations:light_blue_carpeted_trapdoor, inspirations:yellow_carpeted_trapdoor, inspirations:lime_carpeted_trapdoor, inspirations:pink_carpeted_trapdoor, inspirations:gray_carpeted_trapdoor, inspirations:light_gray_carpeted_trapdoor, inspirations:cyan_carpeted_trapdoor, inspirations:purple_carpeted_trapdoor, inspirations:blue_carpeted_trapdoor, inspirations:brown_carpeted_trapdoor, inspirations:green_carpeted_trapdoor, inspirations:red_carpeted_trapdoor, inspirations:black_carpeted_trapdoor, autumnity:maple_trapdoor, minecraft:iron_trapdoor, buzzier_bees:honeycomb_trapdoor, upgrade_aquatic:tooth_trapdoor, upgrade_aquatic:glass_trapdoor, inspirations:glass_trapdoor"
"minecraft:walls","minecraft:cobblestone_wall, minecraft:mossy_cobblestone_wall, minecraft:brick_wall, minecraft:prismarine_wall, minecraft:red_sandstone_wall, minecraft:mossy_stone_brick_wall, minecraft:granite_wall, minecraft:stone_brick_wall, minecraft:nether_brick_wall, minecraft:andesite_wall, minecraft:red_nether_brick_wall, minecraft:sandstone_wall, minecraft:end_stone_brick_wall, minecraft:diorite_wall, minecraft:blackstone_wall, minecraft:polished_blackstone_brick_wall, minecraft:polished_blackstone_wall, buzzier_bees:honeycomb_brick_wall, buzzier_bees:honeycomb_tile_wall, create:granite_cobblestone_wall, create:granite_bricks_wall, create:fancy_granite_bricks_wall, create:paved_granite_wall, create:diorite_cobblestone_wall, create:diorite_bricks_wall, create:fancy_diorite_bricks_wall, create:paved_diorite_wall, create:andesite_cobblestone_wall, create:andesite_bricks_wall, create:fancy_andesite_bricks_wall, create:paved_andesite_wall, create:limestone_cobblestone_wall, create:polished_limestone_wall, create:limestone_bricks_wall, create:fancy_limestone_bricks_wall, create:paved_limestone_wall, create:weathered_limestone_cobblestone_wall, create:polished_weathered_limestone_wall, create:weathered_limestone_bricks_wall, create:fancy_weathered_limestone_bricks_wall, create:paved_weathered_limestone_wall, create:dolomite_cobblestone_wall, create:polished_dolomite_wall, create:dolomite_bricks_wall, create:fancy_dolomite_bricks_wall, create:paved_dolomite_wall, create:gabbro_cobblestone_wall, create:polished_gabbro_wall, create:gabbro_bricks_wall, create:fancy_gabbro_bricks_wall, create:paved_gabbro_wall, create:scoria_cobblestone_wall, create:polished_scoria_wall, create:scoria_bricks_wall, create:fancy_scoria_bricks_wall, create:paved_scoria_wall, create:dark_scoria_cobblestone_wall, create:polished_dark_scoria_wall, create:dark_scoria_bricks_wall, create:fancy_dark_scoria_bricks_wall, create:paved_dark_scoria_wall, upgrade_aquatic:kelpy_cobblestone_wall, upgrade_aquatic:polar_kelpy_cobblestone_wall, upgrade_aquatic:thorny_kelpy_cobblestone_wall, upgrade_aquatic:ochre_kelpy_cobblestone_wall, upgrade_aquatic:tongue_kelpy_cobblestone_wall, upgrade_aquatic:kelpy_stone_brick_wall, upgrade_aquatic:polar_kelpy_stone_brick_wall, upgrade_aquatic:thorny_kelpy_stone_brick_wall, upgrade_aquatic:ochre_kelpy_stone_brick_wall, upgrade_aquatic:tongue_kelpy_stone_brick_wall, upgrade_aquatic:tooth_wall, upgrade_aquatic:tooth_brick_wall, upgrade_aquatic:scute_shingle_wall, upgrade_aquatic:scute_pavement_wall, upgrade_aquatic:coralstone_wall, upgrade_aquatic:bubble_coralstone_wall, upgrade_aquatic:brain_coralstone_wall, upgrade_aquatic:tube_coralstone_wall, upgrade_aquatic:horn_coralstone_wall, upgrade_aquatic:fire_coralstone_wall, upgrade_aquatic:acan_coralstone_wall, upgrade_aquatic:finger_coralstone_wall, upgrade_aquatic:star_coralstone_wall, upgrade_aquatic:moss_coralstone_wall, upgrade_aquatic:petal_coralstone_wall, upgrade_aquatic:branch_coralstone_wall, upgrade_aquatic:rock_coralstone_wall, upgrade_aquatic:pillow_coralstone_wall, upgrade_aquatic:silk_coralstone_wall, upgrade_aquatic:chrome_coralstone_wall, upgrade_aquatic:elder_prismarine_coralstone_wall, upgrade_aquatic:prismarine_coralstone_wall, upgrade_aquatic:dead_coralstone_wall, atmospheric:arid_sandstone_wall, atmospheric:arid_sandstone_brick_wall, atmospheric:red_arid_sandstone_wall, atmospheric:red_arid_sandstone_brick_wall, atmospheric:ivory_travertine_wall, atmospheric:peach_travertine_wall, atmospheric:persimmon_travertine_wall, atmospheric:saffron_travertine_wall, autumnity:snail_shell_brick_wall, autumnity:snail_shell_tile_wall, quark:andesite_bricks_wall, quark:basalt_bricks_wall, quark:basalt_wall, quark:blue_nether_bricks_wall, quark:brimstone_bricks_wall, quark:brimstone_wall, quark:charred_nether_bricks_wall, quark:cobbedstone_wall, quark:cobblestone_bricks_wall, quark:diorite_bricks_wall, quark:elder_prismarine_wall, quark:granite_bricks_wall, quark:jasper_bricks_wall, quark:jasper_wall, quark:limestone_bricks_wall, quark:limestone_wall, quark:magma_bricks_wall, quark:marble_bricks_wall, quark:marble_wall, quark:mossy_cobblestone_bricks_wall, quark:myalite_bricks_wall, quark:myalite_wall, quark:paper_wall, quark:paper_wall_big, quark:paper_wall_sakura, quark:permafrost_bricks_wall, quark:permafrost_wall, quark:red_sandstone_bricks_wall, quark:sandstone_bricks_wall, quark:sandy_bricks_wall, quark:slate_bricks_wall, quark:slate_wall, quark:snow_bricks_wall, quark:soul_sandstone_bricks_wall, quark:soul_sandstone_wall, engineersdecor:clinker_brick_wall, engineersdecor:slag_brick_wall, engineersdecor:rebar_concrete_wall, engineersdecor:gas_concrete_wall, charm:refined_obsidian_wall"
"minecraft:warped_stems","minecraft:warped_stem, minecraft:stripped_warped_stem, minecraft:warped_hyphae, minecraft:stripped_warped_hyphae, decorative_blocks:warped_beam"
"minecraft:wooden_buttons","minecraft:oak_button, minecraft:spruce_button, minecraft:birch_button, minecraft:jungle_button, minecraft:acacia_button, minecraft:dark_oak_button, minecraft:crimson_button, minecraft:warped_button, upgrade_aquatic:driftwood_button, upgrade_aquatic:river_button, atmospheric:rosewood_button, atmospheric:morado_button, atmospheric:yucca_button, atmospheric:kousa_button, atmospheric:aspen_button, atmospheric:grimwood_button, autumnity:maple_button"
